Route ID,Vessel,Time Window,Profit,Technician Type 1 Demand,Technician Type 2 Demand,Jobs Included,obj price,cost dp
1,Vessel_1,1,10819.42133333334,9,5,"1,2,3,4,5",10819.421333333335,662.1119999999935
2,Vessel_1,2,11240.042666666686,15,8,"1,2,3,4,5",11240.042666666684,373.8239999999808
3,Vessel_2,1,9795.322285714286,13,11,"1,2,3,4,5",9795.32228571429,0.0
4,Vessel_2,2,9934.412571428573,12,7,"1,2,3,4,5",9934.412571428576,0.0
5,Vessel_1,1,10338.133333333331,13,11,"1,2,3,4",10338.133333333331,0.0
6,Vessel_1,2,8109.4,12,10,"1,2,3,4",7526.512022038185,0.0
7,Vessel_2,1,8893.684571428572,13,11,"1,2,3,4",8893.684571428576,0.0
8,Vessel_2,2,6904.642285714286,13,11,"1,2,3,4",6502.685101050773,0.0
9,Vessel_1,1,8358.845333333335,12,6,"1,2,4,5",7456.935999999979,565.4879999999982
10,Vessel_1,2,8662.202666666666,10,5,"1,2,4,5",7760.2933333333085,508.46400000000006
11,Vessel_2,1,7781.784000000001,15,6,"1,2,4,5",6879.874666666644,0.0
12,Vessel_2,2,7986.102857142858,13,10,"1,2,4,5",7084.193523809502,0.0
13,Vessel_1,1,5832.224000000004,9,7,"2,4,5",5350.935999999996,220.17599999999612
14,Vessel_1,2,7025.6,9,7,"2,4,5",6123.690666666645,0.0
15,Vessel_2,1,4785.569142857143,9,7,"2,4,5",4304.281142857134,0.0
16,Vessel_2,2,5914.197714285714,17,7,"2,4,5",5432.909714285707,0.0
17,Vessel_1,1,6905.866666666667,11,12,"1,4,5",6424.578666666658,0.0
18,Vessel_1,2,6607.800030461539,9,4,"1,4,5",5705.890697128183,79.19996953846126
19,Vessel_2,1,5900.990857142857,11,5,"1,4,5",5419.702857142848,0.0
20,Vessel_2,2,5759.990857142857,18,6,"1,4,5",5278.702857142848,0.0
21,Vessel_1,1,7397.842666666666,9,8,"1,2,3,5",7397.8426666666655,373.824
22,Vessel_1,2,9037.70133333335,13,8,"1,2,3,5",9037.701333333349,986.8319999999832
23,Vessel_2,1,6566.8240000000005,9,10,"1,2,3,5",6131.838604317121,0.0
24,Vessel_2,2,7687.754476703297,11,9,"1,2,3,5",7687.754476703296,346.79866615384617
25,Vessel_1,1,6222.157333333334,6,12,"3,4,5",3117.906666666644,220.176
26,Vessel_1,2,5318.733363794872,4,7,"3,5",4416.8240304615165,79.19996953846149
27,Vessel_2,1,5039.859428571428,6,9,"3,4,5",1935.608761904738,0.0
28,Vessel_2,2,5288.548571428571,4,7,"3,5",3014.6344924959803,0.0
29,Vessel_1,1,7897.333333333333,16,8,"1,2,4",975.0246895128174,0.0
30,Vessel_1,2,7479.333333333333,13,6,"1,2,5",1857.4566895127984,0.0
31,Vessel_2,2,6349.811428571429,13,6,"1,2,5",727.9347847508935,0.0
32,Vessel_1,1,5077.533333333333,6,18,"2,4",929.866697128207,0.0
33,Vessel_1,2,5303.333333333333,7,5,"2,5",1573.666697128207,0.0
34,Vessel_2,2,4164.948571428571,7,5,"2,5",435.2819352234452,0.0
35,Vessel_1,1,5937.266666666666,8,3,"1,4",465.3333028717919,0.0
36,Vessel_1,2,5135.666666666667,9,3,"1,5",81.7333028717918,0.0
37,Vessel_1,1,4663.400030461538,7,6,"1,3",279.26668189743685,79.19996953846152
38,Vessel_1,2,7695.866666666667,8,10,"2,3,5",184.39998476923145,0.0
39,Vessel_1,1,5494.000030461539,5,7,"3,4",32.26669712820308,79.19996953846166
40,Vessel_1,1,8360.466697128206,9,8,"1,3,4",30.666697128204987,79.19996953846137
41,Vessel_2,1,4971.609142857144,8,3,"1,4",847.5912076336994,0.0
42,Vessel_1,1,7497.533363794872,14,10,"2,3,4",25.866697128207647,79.19996953846166

Total Profit (LP),,,,,,,,,,,13663.800030461538 Routes in optimal [33:1.0, 40:1.0]

Total Profit (IP),,,,,,,,,,,13663.800030461538 Routes in optimal [33:1.0, 40:1.0]

Execution Time (seconds),,,,,,,,,,,8.653654098510742
